Country Name,"Time","CO2 emissions (kg per 2010 US$ of GDP)","GDP (current US$)","GDP growth (annual %)","GDP deflator (base year varies by country)","GDP per capita (constant 2010 US$)"
United States,"1983","0.631550741525715","3638137000000","4.63245718120484","52.9187585762209","29406.2574686046"
United States,"1984","0.606887493976898","4040693000000","7.25908695936059","54.7964417251526","31268.9756446518"
United States,"1985","0.584468081707103","4346734000000","4.23873752083914","56.549715462106","32306.8330567744"
United States,"1986","0.565005577107862","4590155000000","3.5116144990922","57.6906760683439","33133.6954441913"
United States,"1987","0.56953529047553","4870217000000","3.46174769185008","59.1625356825529","33975.6547953064"
United States,"1988","0.570357743282185","5252629000000","4.20397197941296","61.2337590254932","35083.9690428182"
United States,"1989","0.557144445593316","5657693000000","3.68052403304715","63.6145395404228","36033.3302026992"
United States,"1990","0.532142205418612","5979589000000","1.91937029742549","65.9677410442016","36312.4141825874"
United States,"1991","0.532407181083408","6174043000000","-0.0740845307123976","68.1634859327105","35803.8684213439"
United States,"1992","0.523586522331865","6539299000000","3.55539614766758","69.7173070724167","36566.1737698527"
United States,"1993","0.522235197040606","6878718000000","2.74585671892275","71.3760641062171","37078.04968394"
United States,"1994","0.508504669655239","7308755000000","4.03764342486481","72.8950415903618","38104.9724675631"
United States,"1995","0.498883137619696","7664060000000","2.71897578878193","74.415396448145","38677.7150883663"
United States,"1996","0.492115487915454","8100201000000","3.79588122942587","75.7738892712665","39681.5198579033"
United States,"1997","0.48123686809639","8608515000000","4.48702649316731","77.070762148309","40965.8466450522"
United States,"1998","0.463793182324861","9089168000000","4.44991096328404","77.9071773725046","42292.8912011426"
United States,"1999","0.451183866860601","9660624000000","4.68519960839866","79.0994079578494","43768.8849928326"
United States,"2000","0.448501784959191","10284779000000","4.09217644881066","80.8993306516876","45055.817918284"
United States,"2001","0.436343832589074","10621824000000","0.975981833932124","82.7429462155075","45047.4871976844"
United States,"2002","0.432308634295484","10977514000000","1.78612768745552","84.0131535313568","45428.6456781274"
United States,"2003","0.422776083918266","11510670000000","2.80677595648093","85.688423081224","46304.0360895612"
United States,"2004","0.413396598821568","12274928000000","3.78574284969444","88.0446157815163","47614.2798621765"
United States,"2005","0.402215716332336","13093726000000","3.34521606334877","90.8775730158382","48755.6160606735"
United States,"2006","0.385597260594519","13855888000000","2.666625826122","93.6695743612358","49575.401013591"
United States,"2007","0.384906760180017","14477635000000","1.77857023965289","96.1624368334201","49979.5338429195"
United States,"2008","0.374544047074731","14718582000000","-0.291621458693953","98.0487711024286","49364.6445500336"
United States,"2009","0.361369358453275","14418739000000","-2.77552957416808","98.7933875563355","47575.608562749"
United States,"2010","0.361449782456624","14964372000000","2.53192061616315","100","48374.0867933094"
United States,"2011","0.348939296876906","15517926000000","1.60145467247139","102.064627466579","48774.7830879542"
United States,"2012","0.329156659312057","16155255000000","2.22403085385714","103.944710450544","49481.1586539983"
United States,"2013","0.328179201044343","16691517000000","1.67733152992453","105.623424892253","49941.4891093737"
United States,"2014","","17393103000000","2.37045767146387","107.514455645678","50727.7512104525"
United States,"2015","","18036648000000","2.59614804050973","108.671225774323","51638.065206636"
Japan,"1960","0.292360419568776","44307342950.4","","22.8220091007978","8607.65463077733"
Japan,"1961","0.317359518136098","53508617739.3778","12.0435364080116","24.598866283716","9396.21853835111"
Japan,"1962","0.301796942672967","60723018683.7333","8.90897299558078","25.6319147545461","10138.3941269082"
Japan,"1963","0.308586357769121","69498131797.3333","8.47364238279388","27.0443534863621","10886.1610106025"
Japan,"1964","0.305290170661978","81749006381.5111","11.6767081963974","28.4854675417626","12031.2916217092"
Japan,"1965","0.310661825081783","90950278257.7778","5.81970787298265","29.9487253562452","12595.3857825753"
Japan,"1966","0.30460988583718","105628070343.111","10.6385615591633","31.4374373049145","13808.6940097889"
Japan,"1967","0.32004237604051","123781880217.6","11.0821423246932","33.1650471147443","15196.605855106"
Japan,"1968","0.325583734599334","146601072685.511","12.8824681383227","34.7963904064943","17097.2704255594"
Japan,"1969","0.33649016955568","172204199480.889","12.4778945144981","36.3390531280581","18837.171895897"
Japan,"1970","0.39966959384415","209070551156.667","-1.01991284033174","44.5733115430383","18435.4498254459"
Japan,"1971","0.395991910438635","236154755295.247","4.69899204218041","46.8426957039499","19054.8362966912"
Japan,"1972","0.390829720546565","312738030290.016","8.41354725522649","49.4679578693913","20370.6679642471"
Japan,"1973","0.3882130623676","424891148590.163","8.03259997465322","55.7530578889746","21825.5375043795"
Japan,"1974","0.39308211569768","471643172433.473","-1.22523982749118","67.3552973485648","21150.4902135533"
Japan,"1975","0.362226435690528","512861437158.573","3.09157591617475","72.1896839771198","21458.0437091451"
Japan,"1976","0.363925983685398","576405865272.759","3.9749840910343","77.9705519243166","22146.5896713258"
Japan,"1977","0.358712161605125","709404712455.402","4.39033795021662","83.2328676140539","22897.1786235232"
Japan,"1978","0.329333956538768","996741758196.688","5.27194150297719","87.0647076569097","23887.173159964"
Japan,"1979","0.330081612424929","1037452649454.69","5.48404183243517","89.4604071689255","24985.7840589417"
Japan,"1980","0.318332081087671","1086988088501.05","2.81759120757481","94.3252497045459","25489.1589527659"
Japan,"1981","0.299775780279753","1201465862932","4.1768439560538","97.3403364014327","26358.3403798991"
Japan,"1982","0.280811260350571","1116840773461.75","3.37660829649904","98.8563092609894","27064.0938789268"
Japan,"1983","0.267519142380436","1218106450431.71","3.06073803566109","99.7601357355905","27703.0110077503"
Japan,"1984","0.272397995798305","1294608503864.69","4.46389901589204","101.499466597055","28756.6296384384"
Japan,"1985","0.249433931771672","1384532251034.44","6.33335688873267","102.519780818526","30391.5162787702"
Japan,"1986","0.242550164152457","2051061226984.6","2.8310766408499","104.341289887382","31062.0843995812"
Japan,"1987","0.230537107486588","2485236197212.34","4.10742706379963","104.230184149093","32179.281233597"
Japan,"1988","0.234959682806016","3015393553892.77","7.14669370731855","104.576602314765","34332.2483924018"
Japan,"1989","0.231206702182501","3017052046398.2","5.37015251894822","106.905090071858","36028.1428656588"
Japan,"1990","0.234085818658703","3103698099973.41","5.57239829948509","109.32605942618","37906.1529066061"
Japan,"1991","0.227216009912841","3536800942895.19","3.32434077482786","112.174806518433","39044.916148447"
Japan,"1992","0.230385670181352","3852794371594.29","0.819029858828173","113.956337562744","39267.1090593916"
