Series Name,"Time","World","China","India","Japan","United Kingdom","United States"
CO2 emissions (kg per 2010 US$ of GDP),"1966","0.778678450122947","3.52759011767482","1.05004952226283","0.30460988583718","0.714991236855519","0.851788925578014"
CO2 emissions (kg per 2010 US$ of GDP),"1967","0.769907604246637","3.10230599536091","0.97651931545667","0.32004237604051","0.669414227254738","0.862237349388946"
CO2 emissions (kg per 2010 US$ of GDP),"1968","0.762327006434473","3.50146822536464","1.02730840511467","0.325583734599334","0.659463510466651","0.852943325207486"
CO2 emissions (kg per 2010 US$ of GDP),"1969","0.761607109311645","3.68582422058362","0.981689564341819","0.33649016955568","0.669503668067947","0.8690562909034"
CO2 emissions (kg per 2010 US$ of GDP),"1970","0.782479959649799","4.12992310165931","0.955173052232929","0.39966959384415","0.656181039601964","0.905688355961952"
CO2 emissions (kg per 2010 US$ of GDP),"1971","0.778999100654369","4.38258650645676","0.991386043495118","0.395991910438635","0.641691389537243","0.882437817394732"
CO2 emissions (kg per 2010 US$ of GDP),"1972","0.766028716154046","4.48633421473206","1.05491439338344","0.390829720546565","0.603746582075786","0.878372951905143"
CO2 emissions (kg per 2010 US$ of GDP),"1973","0.759284861102872","4.32847261398206","1.05170313612834","0.3882130623676","0.576905684539856","0.868835458265086"
CO2 emissions (kg per 2010 US$ of GDP),"1974","0.749690618618476","4.31579812814734","1.07482244770048","0.39308211569768","0.553508487671138","0.8419149794748"
CO2 emissions (kg per 2010 US$ of GDP),"1975","0.738599011247449","4.60282228163475","1.07050016730489","0.362226435690528","0.549167299498797","0.808331569429603"
CO2 emissions (kg per 2010 US$ of GDP),"1976","0.742565169271001","4.88272661093715","1.10135343264569","0.363925983685398","0.529395979916681","0.803012316782479"
CO2 emissions (kg per 2010 US$ of GDP),"1977","0.736341705063007","4.97214778586635","1.08628331923292","0.358712161605125","0.521702345905993","0.789133091241069"
CO2 emissions (kg per 2010 US$ of GDP),"1978","0.715527490440489","4.96871056378186","1.0424766069749","0.329333956538768","0.500976011473087","0.770976116068747"
CO2 emissions (kg per 2010 US$ of GDP),"1979","0.725625197731964","4.72100508365108","1.15370985840388","0.330081612424929","0.514708669704698","0.748916590587246"
CO2 emissions (kg per 2010 US$ of GDP),"1980","0.704193080067775","4.29808819092637","1.14324937714083","0.318332081087671","0.471983196859047","0.723400811456393"
CO2 emissions (kg per 2010 US$ of GDP),"1981","0.669530734706927","4.0430009497625","1.16372376766998","0.299775780279753","0.460521135263416","0.677129505376235"
CO2 emissions (kg per 2010 US$ of GDP),"1982","0.660424239753823","4.04063848733059","1.16047837859844","0.280811260350571","0.441521995853331","0.655460511553525"
CO2 emissions (kg per 2010 US$ of GDP),"1983","0.641739114450617","3.84580015476757","1.1714511962918","0.267519142380436","0.421495110772395","0.631550741525715"
CO2 emissions (kg per 2010 US$ of GDP),"1984","0.635879750016704","3.63642883911339","1.15649851611467","0.272397995798305","0.399731890373659","0.606887493976898"
CO2 emissions (kg per 2010 US$ of GDP),"1985","0.630442868717529","3.47333709303967","1.20791493713369","0.249433931771672","0.405788072604653","0.584468081707103"
CO2 emissions (kg per 2010 US$ of GDP),"1986","0.629332482432621","3.35435460620901","1.23633342296147","0.242550164152457","0.399652622534499","0.565005577107862"
CO2 emissions (kg per 2010 US$ of GDP),"1987","0.622856743198424","3.20759723727392","1.26950768180008","0.230537107486588","0.381384475233884","0.56953529047553"
CO2 emissions (kg per 2010 US$ of GDP),"1988","0.617330628368798","3.09216244328368","1.25066812078508","0.234959682806016","0.359634349071443","0.570357743282185"
CO2 emissions (kg per 2010 US$ of GDP),"1989","0.607955631291776","3.01682716970799","1.29557238119654","0.231206702182501","0.357497677802327","0.557144445593316"
CO2 emissions (kg per 2010 US$ of GDP),"1990","0.593461685857961","2.96631736429698","1.31276156306651","0.234085818658703","0.339212143326246","0.532142205418612"
CO2 emissions (kg per 2010 US$ of GDP),"1991","0.592636636193016","2.8506081405943","1.38093179278792","0.227216009912841","0.349780508784652","0.532407181083408"
CO2 emissions (kg per 2010 US$ of GDP),"1992","0.57646603249728","2.60341848597161","1.39050593911047","0.230385670181352","0.3420394171903","0.523586522331865"
CO2 emissions (kg per 2010 US$ of GDP),"1993","0.566533380696281","2.44130709683256","1.37417064823313","0.227135309280474","0.3273349693946","0.522235197040606"
CO2 emissions (kg per 2010 US$ of GDP),"1994","0.559216353405174","2.29413939806796","1.36142974724881","0.238059858810151","0.315686206743457","0.508504669655239"
CO2 emissions (kg per 2010 US$ of GDP),"1995","0.555016685983419","2.24491111822481","1.34307134430733","0.233706947934848","0.30311128612216","0.498883137619696"
CO2 emissions (kg per 2010 US$ of GDP),"1996","0.549552179122307","2.12999036560277","1.35767878144833","0.230748942541197","0.302893417088296","0.492115487915454"
CO2 emissions (kg per 2010 US$ of GDP),"1997","0.537674886274148","1.95360666036183","1.35712913511123","0.22755198113173","0.280876523401664","0.48123686809639"
CO2 emissions (kg per 2010 US$ of GDP),"1998","0.523614229334501","1.73582018172995","1.30390350982095","0.221916068731667","0.274546064875947","0.463793182324861"
CO2 emissions (kg per 2010 US$ of GDP),"1999","0.505902283787461","1.60915469070595","1.27412705835142","0.229910325511062","0.265334524545514","0.451183866860601"
CO2 emissions (kg per 2010 US$ of GDP),"2000","0.497267740200069","1.52215347605367","1.27146503485627","0.228181724054403","0.26098161103962","0.448501784959191"
CO2 emissions (kg per 2010 US$ of GDP),"2001","0.499155007198708","1.43897216634267","1.22388426638793","0.224065107245374","0.255967910992418","0.436343832589074"
CO2 emissions (kg per 2010 US$ of GDP),"2002","0.492711400449435","1.39671741007774","1.19387558253025","0.226901071069862","0.242089446316715","0.432308634295484"
CO2 emissions (kg per 2010 US$ of GDP),"2003","0.507826728652573","1.55483938282651","1.15447268315596","0.227524008381922","0.239008937553016","0.422776083918266"
CO2 emissions (kg per 2010 US$ of GDP),"2004","0.510352139427478","1.65015011694365","1.12295521027845","0.226902336667987","0.232785200531142","0.413396598821568"
CO2 emissions (kg per 2010 US$ of GDP),"2005","0.509985670782605","1.62192021607138","1.08829722917122","0.218474545280756","0.227466794174503","0.402215716332336"
CO2 emissions (kg per 2010 US$ of GDP),"2006","0.505765024704347","1.59408320557259","1.06214251924209","0.214066890180958","0.221453376630557","0.385597260594519"
CO2 emissions (kg per 2010 US$ of GDP),"2007","0.495383375766256","1.47757798787187","1.05588876342577","0.214128584713732","0.210737090970952","0.384906760180017"
CO2 emissions (kg per 2010 US$ of GDP),"2008","0.500741277740567","1.42364394800948","1.13242667431607","0.209218444640284","0.208714800198913","0.374544047074731"
CO2 emissions (kg per 2010 US$ of GDP),"2009","0.503748989865401","1.3816656838273","1.15723403265725","0.201744600385307","0.197739416367212","0.361369358453275"
CO2 emissions (kg per 2010 US$ of GDP),"2010","0.510352752546842","1.43721083456304","1.03810833094355","0.205582693166819","0.203163873001878","0.361449782456624"
CO2 emissions (kg per 2010 US$ of GDP),"2011","0.515114502355588","1.45525364295138","1.04541825559367","0.20919524365735","0.181624710684415","0.348939296876906"
CO2 emissions (kg per 2010 US$ of GDP),"2012","0.51143945717406","1.39034316885868","1.08185264108236","0.212779401130691","0.186980115520799","0.329156659312057"
